alicorn headguard,236979000,215562000,240064455,225549408,26,25,21417000,0.1,535425000,3,1675962096.2770119
alicorn headguard,235000000,215562000,240064455,225549408,26,25,19438000,0.09,485950000,3,1675966617.2523546
alicorn headguard,234979000,216042000,240064455,225549408,26,25,18937000,0.09,473425000,4,1676005276.009091
alicorn headguard,234949000,217000000,239876105,223708080,27,25,17949000,0.08,448725000,4,1676048466.826167
alicorn headguard,234978000,217022000,239876105,223708080,27,25,17956000,0.08,448900000,3,1676091666.1135585
alicorn headguard,234978000,217100000,239537029,223708080,29,25,17878000,0.08,446950000,2,1676134873.5753157
alicorn headguard,234978000,217122000,239537029,223708080,29,25,17856000,0.08,446400000,2,1676178095.8636694
alicorn headguard,234978000,218000000,239537029,223778333,29,24,16978000,0.08,407472000,2,1676221306.655521
alicorn headguard,234978000,220010000,239537029,223778333,29,24,14968000,0.07,359232000,4,1676264497.5003335
alicorn headguard,234978000,221000000,239016408,223652416,29,24,13978000,0.06,335472000,3,1676307674.46105
alicorn headguard,236978000,221000000,239016408,223652416,29,24,15978000,0.07,383472000,3,1676350901.6592963
alicorn headguard,236999000,210042000,238256029,223411154,29,26,26957000,0.13,700882000,3,1676452821.258962
alicorn headguard,236000000,215000000,238256029,223411154,29,26,21000000,0.1,546000000,6,1676531470.211932
alicorn headguard,236000000,210000000,236276549,223411154,27,26,26000000,0.12,676000000,0,1676567892.5174332
alicorn headguard,210000000,210000000,236276549,223411154,27,26,0,0.0,0,2,1676610074.8022373
alicorn headguard,236000000,210000000,236276549,223411154,27,26,26000000,0.12,676000000,2,1676653300.3950799
alicorn headguard,236999999,210000000,236276549,223411154,27,26,26999999,0.13,701999974,2,1676696513.4321878
alicorn headguard,210000000,210000000,236291960,222438583,29,24,0,0.0,0,1,1676744241.7528002
alicorn headguard,220000000,220000000,236291960,222438583,29,24,0,0.0,0,1,1676782914.9483824
alicorn headguard,220022000,220022000,236315561,221296545,30,22,0,0.0,0,2,1676826063.9732432
alicorn headguard,265000000,220222000,236315561,221296545,30,22,44778000,0.2,985116000,1,1676869324.7123442
alicorn headguard,265000000,222022000,237053137,222416777,28,18,42978000,0.19,773604000,2,1676912614.4111304
alicorn headguard,265000000,222022000,237053137,222416777,28,18,42978000,0.19,773604000,2,1676960349.6132927
alicorn headguard,265000000,222022000,237203253,222416777,27,18,42978000,0.19,773604000,0,1677007000.9601738
alicorn headguard,265000000,226022000,237203253,222416777,27,18,38978000,0.17,701604000,2,1677042097.2430549
alicorn headguard,265000000,230022000,237195410,222298666,24,15,34978000,0.15,524670000,2,1677085324.904741
alicorn headguard,265000000,230022000,237195410,222298666,24,15,34978000,0.15,524670000,1,1677128484.7009802
alicorn headguard,265000000,230022000,237509167,222748571,23,14,34978000,0.15,489692000,2,1677171692.6991587
alicorn headguard,265000000,230022000,237509167,222748571,23,14,34978000,0.15,489692000,2,1677214905.405988
alicorn headguard,265000000,230022000,237986856,222748571,22,14,34978000,0.15,489692000,1,1677258147.2942343
alicorn headguard,268999999,232022000,237986856,222748571,22,14,32978000,0.14,461692000,3,1677309345.1390827
alicorn headguard,248979000,235000000,239786806,223567538,22,13,13979000,0.06,181727000,2,1677353732.1761732
