silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673390999.0011303
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673395912.8745463
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673455819.8109026
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673553021.667877
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.7167184
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.5200455
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.7012832
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673629258.9257562
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673679044.8819482
silver rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0,1673720256.823319
