small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673390999.0122283
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673396014.3841052
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673455922.2113535
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673553130.8782332
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.746342
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.5345862
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.7129354
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673629367.360174
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673679147.8298724
small ice statue (bird),-1,-1,-1,-1,-1,-1,0,0,0,1673720358.279205
