ominous piece of cloth,-1,-1,-1,-1,-1,-1,0,0,0,1673390998.86315
ominous piece of cloth,999,200,1299,45,73,17,799,4.0,13583,1673394856.15261
ominous piece of cloth,999,200,1295,74,74,21,799,4.0,16779,1673454761.2963603
ominous piece of cloth,950,200,1274,98,77,26,750,3.75,19500,1673551960.443831
ominous piece of cloth,-1,-1,-1,-1,-1,-1,0,0,0,1673566177.412987
ominous piece of cloth,-1,-1,-1,-1,-1,-1,0,0,0,1673566304.3885798
ominous piece of cloth,-1,-1,-1,-1,-1,-1,0,0,0,1673566547.2931862
ominous piece of cloth,949,200,1264,102,73,27,749,3.75,20223,1673628201.1490262
ominous piece of cloth,900,200,1264,102,73,27,700,3.5,18900,1673678010.2476275
ominous piece of cloth,800,200,1258,105,73,28,600,3.0,16800,1673719227.801206
ominous piece of cloth,850,200,1258,105,73,28,650,3.25,18200,1673735316.9058938
ominous piece of cloth,900,200,1258,105,73,28,700,3.5,19600,1673767020.8202193
ominous piece of cloth,849,200,1230,112,76,30,649,3.25,19470,1673847729.416825
ominous piece of cloth,850,200,1198,135,79,39,650,3.25,25350,1673890900.5221534
ominous piece of cloth,750,200,1198,135,79,39,550,2.75,21450,1673934105.8500302
ominous piece of cloth,800,200,1186,142,76,44,600,3.0,26400,1673977257.0568688
ominous piece of cloth,789,200,1186,142,76,44,589,2.94,25916,1674020508.1529415
ominous piece of cloth,789,200,1159,143,77,45,589,2.94,26505,1674058281.5953546
ominous piece of cloth,750,12,1133,144,80,46,738,61.5,33948,1674150099.5744424
ominous piece of cloth,799,12,1133,144,80,46,787,65.58,36202,1674193282.3664932
ominous piece of cloth,799,12,1105,142,87,47,787,65.58,36989,1674231595.9616208
ominous piece of cloth,500,12,1098,134,86,50,488,40.67,24400,1674323026.441204
ominous piece of cloth,798,12,1098,134,86,50,786,65.5,39300,1674366086.1433952
ominous piece of cloth,798,12,1072,129,87,52,786,65.5,40872,1674409307.9746313
ominous piece of cloth,798,12,1072,129,87,52,786,65.5,40872,1674452490.8478866
ominous piece of cloth,798,12,1055,124,84,53,786,65.5,41658,1674495673.002181
ominous piece of cloth,797,12,1055,124,84,53,785,65.42,41605,1674538917.2050438
ominous piece of cloth,797,12,1030,124,78,53,785,65.42,41605,1674582097.6087692
ominous piece of cloth,797,12,1030,124,78,53,785,65.42,41605,1674625287.2993984
ominous piece of cloth,798,12,1023,121,78,54,786,65.5,42444,0,1674676599.4729586
ominous piece of cloth,798,12,1023,121,78,54,786,65.5,42444,0,1674712475.5816717
ominous piece of cloth,798,12,1016,121,78,54,786,65.5,42444,0,1674755627.763488
ominous piece of cloth,499,12,1016,121,78,54,487,40.58,26298,1,1674798880.8957248
ominous piece of cloth,499,12,997,118,77,56,487,40.58,27272,1,1674842041.506468
ominous piece of cloth,798,12,997,118,77,56,786,65.5,44016,0,1674885260.573476
ominous piece of cloth,798,12,975,118,75,56,786,65.5,44016,0,1674928471.26375
ominous piece of cloth,798,12,975,118,75,56,786,65.5,44016,0,1674971626.9532168
ominous piece of cloth,798,12,946,119,71,55,786,65.5,43230,0,1675014868.0539024
ominous piece of cloth,795,12,946,119,71,55,783,65.25,43065,1,1675058042.3518147
ominous piece of cloth,795,12,925,118,74,56,783,65.25,43848,1,1675101258.1593308
ominous piece of cloth,795,12,925,118,74,56,783,65.25,43848,0,1675146121.7791443
ominous piece of cloth,795,12,918,116,73,57,783,65.25,44631,0,1675187581.9874742
ominous piece of cloth,795,12,904,118,72,56,783,65.25,43848,0,1675274073.72128
ominous piece of cloth,798,13,904,118,72,56,785,60.38,43960,1,1675317226.5565321
ominous piece of cloth,798,12,902,114,73,58,786,65.5,45588,0,1675360477.5237536
ominous piece of cloth,798,12,902,114,73,58,786,65.5,45588,0,1675403655.3810034
ominous piece of cloth,798,12,894,107,74,62,786,65.5,48732,0,1675447674.511765
ominous piece of cloth,798,12,894,107,74,62,786,65.5,48732,0,1675490071.9609165
ominous piece of cloth,-1,-1,-1,-1,-1,-1,0,0,0,-1,1675533071.1472497
ominous piece of cloth,850,70,866,104,78,64,780,11.14,49920,1,1675576462.2756586
ominous piece of cloth,850,70,856,104,82,64,780,11.14,49920,0,1675619619.0922575
ominous piece of cloth,850,12,856,104,82,64,838,69.83,53632,0,1675662852.98986
ominous piece of cloth,850,12,843,113,82,65,838,69.83,54470,0,1675706013.7666411
ominous piece of cloth,400,12,843,113,82,65,388,32.33,25220,2,1675749232.6840901
ominous piece of cloth,400,12,804,113,84,65,388,32.33,25220,2,1675792446.2093484
ominous piece of cloth,400,12,804,113,84,65,388,32.33,25220,1,1675835659.8826492
ominous piece of cloth,380,12,777,116,89,63,368,30.67,23184,2,1675850999.6962354
