silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.9946814
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673395888.0020373
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673455794.9159544
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673552996.11557
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.7100308
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.5157628
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.69888
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673629233.68016
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673679019.7167737
silver rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0,1673720232.0688457
