silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673390999.0015583
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673395916.1856785
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673455823.159896
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673553025.0670028
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.7188241
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.5203965
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.7015789
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673629262.2719429
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673679048.2602415
silver rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0,1673720260.1148365
