coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,-0.0,0,1673388976.7102451
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.4937177
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673392073.768095
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673451960.8923807
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673549180.624489
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673566176.578127
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.0537853
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673566546.9542875
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673625431.6728039
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673673386.8308933
coloured egg (yellow),-1,-1,-1,-1,-1,-1,0,0,0,1673716545.8097663
