gear wheel,-1,-1,-1,-1,-1,-1,0,0,0,1673390998.6634362
gear wheel,42,0,93,0,30,0,42,0,0,1673393296.608621
gear wheel,42,0,90,0,30,0,42,0,0,1673453189.3920355
gear wheel,42,0,87,0,28,0,42,0,0,1673550402.2499175
gear wheel,-1,-1,-1,-1,-1,-1,0,0,0,1673566176.9699986
gear wheel,-1,-1,-1,-1,-1,-1,0,0,0,1673566304.2030554
gear wheel,-1,-1,-1,-1,-1,-1,0,0,0,1673566547.1013234
gear wheel,42,0,83,0,29,0,42,0,0,1673626649.8902261
gear wheel,41,0,83,0,29,0,41,0,0,1673674605.0165324
gear wheel,41,0,78,0,28,0,41,0,0,1673717728.976144
gear wheel,40,0,78,0,28,0,40,0,0,1673734176.7831035
gear wheel,40,0,78,0,28,0,40,0,0,1673765894.8501341
gear wheel,37,0,73,0,27,0,37,0,0,1673846710.056776
gear wheel,37,0,70,0,25,0,37,0,0,1673889884.2458806
gear wheel,37,0,70,0,25,0,37,0,0,1673933094.2978935
gear wheel,37,0,70,0,25,0,37,0,0,1673976251.1554124
gear wheel,37,0,70,0,25,0,37,0,0,1674019498.5022101
gear wheel,30,0,65,0,22,0,30,0,0,1674057273.0053945
gear wheel,29,0,65,0,22,0,29,0,0,1674149074.987179
gear wheel,29,0,65,0,22,0,29,0,0,1674192270.9217172
gear wheel,29,0,63,0,21,0,29,0,0,1674230582.2344296
gear wheel,29,0,63,0,21,0,29,0,0,1674322015.6100721
gear wheel,29,0,63,0,21,0,29,0,0,1674365077.1405747
gear wheel,30,0,59,0,21,0,30,0,0,1674408296.9904814
gear wheel,30,0,59,0,21,0,30,0,0,1674451473.8123717
gear wheel,30,0,56,0,24,0,30,0,0,1674494662.3201876
gear wheel,30,0,56,0,24,0,30,0,0,1674537901.93478
gear wheel,30,0,56,0,24,0,30,0,0,1674581081.0173182
gear wheel,30,0,56,0,24,0,30,0,0,1674624272.1806097
gear wheel,30,0,54,0,25,0,30,0,0,0,1674675264.3662646
gear wheel,30,0,54,0,25,0,30,0,0,0,1674711151.5180259
gear wheel,30,0,54,0,25,0,30,0,0,0,1674754301.7456303
gear wheel,0,0,54,0,25,0,0,0,0,0,1674797548.1893213
gear wheel,0,0,54,0,25,0,0,0,0,0,1674840722.1491904
gear wheel,-1,-1,-1,-1,-1,-1,0,0,0,-1,1674883944.9785898
gear wheel,30,0,49,0,28,0,30,0,0,0,1674927154.1256988
gear wheel,30,0,49,0,28,0,30,0,0,0,1674970301.322995
gear wheel,30,0,39,0,25,0,30,0,0,0,1675013541.9548974
gear wheel,30,0,39,0,25,0,30,0,0,0,1675056722.2409282
gear wheel,21,0,38,0,24,0,21,0,0,2,1675099937.7903159
gear wheel,21,0,38,0,24,0,21,0,0,2,1675144804.9316623
gear wheel,21,0,36,0,23,0,21,0,0,0,1675186288.2056744
gear wheel,29,0,34,0,23,0,29,0,0,1,1675272770.5294905
gear wheel,37,0,34,0,23,0,37,0,0,0,1675315925.9693818
gear wheel,37,0,31,0,34,0,37,0,0,1,1675359134.2986052
gear wheel,37,0,31,0,34,0,37,0,0,1,1675402337.9916236
gear wheel,37,0,31,0,34,0,37,0,0,0,1675446348.233898
gear wheel,36,0,31,0,34,0,36,0,0,1,1675488745.693831
gear wheel,36,0,31,0,34,0,36,0,0,1,1675531910.7602532
gear wheel,36,0,31,0,34,0,36,0,0,0,1675575142.174967
gear wheel,36,0,31,0,34,0,36,0,0,0,1675618304.8691328
gear wheel,10,0,31,0,34,0,10,0,0,0,1675661528.0570927
gear wheel,36,0,30,0,33,0,36,0,0,0,1675704698.5201936
gear wheel,37,0,30,0,33,0,37,0,0,0,1675747914.0939572
gear wheel,35,0,29,0,35,0,35,0,0,1,1675791126.2429233
gear wheel,35,0,29,0,35,0,35,0,0,1,1675834339.9059844
gear wheel,35,0,28,0,33,0,35,0,0,0,1675849677.3316717
