coloured egg (green),-1,-1,-1,-1,-1,-1,0,-0.0,0,1673388971.6015697
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.4930904
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673392068.6842566
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673451955.9068851
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673549175.5303178
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673566176.576827
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.0533483
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673566546.953859
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673625426.6150587
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673673381.8019955
coloured egg (green),-1,-1,-1,-1,-1,-1,0,0,0,1673716540.8728142
