fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673390998.6344848
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673393099.4318538
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673452991.5202417
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673550200.498045
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673566176.9080062
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673566304.1836114
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673566547.0783458
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673626447.655015
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673674403.4168096
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673717532.824606
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673734025.2881467
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673765736.3834412
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673846573.876837
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673889748.687412
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673932956.4843514
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1673976116.264323
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674019363.2716668
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674057137.947823
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674148937.751259
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674192135.0137026
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674230446.6693945
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674321879.756372
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674364941.2341993
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674408161.1368456
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674451336.9927104
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674494525.9795074
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674537766.161937
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674580944.7523966
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,1674624136.1856754
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674675090.7814684
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674710978.3417978
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674754127.923884
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674797373.6889865
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674840548.4953897
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674883770.9731765
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674926980.3845098
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1674970126.5624268
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675013367.414737
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675056549.128612
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675099767.565645
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675144633.491884
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675186117.7461267
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675272599.4070234
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675315753.648736
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675358959.1090426
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675402165.17017
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675446175.962367
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675488573.1844354
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675531738.6828516
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675574968.598663
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675618132.267088
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675661354.2398286
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675704527.0791528
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675747742.2986495
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675790955.3857994
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675834167.6414375
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1,1675849505.0815637
