umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,1673390999.115573
umbral master bow,2693000,1615000,2518443,2059868,10,6,1078000,0.67,6468000,1673396833.3048184
umbral master bow,2693000,1615500,2520714,1995772,9,7,1077500,0.67,7542500,1673456742.9615045
umbral master bow,2693000,1617504,2520714,1995772,9,7,1075496,0.66,7528472,1673553937.5674486
umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,1673566177.9849555
umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,1673566304.6345456
umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,1673566548.8079886
umbral master bow,2693000,1618555,2515804,1995772,8,7,1074445,0.66,7521115,1673630171.809096
umbral master bow,2693000,1620001,2515804,1995772,8,7,1072999,0.66,7510993,1673679931.251689
umbral master bow,2692999,1622304,2503777,1995772,7,7,1070695,0.66,7494865,1673721136.2227314
umbral master bow,2692999,1622310,2503777,1995772,7,7,1070689,0.66,7494823,1673736743.5923638
umbral master bow,2691000,1623404,2503777,1995772,7,7,1067596,0.66,7473172,1673768454.3554866
umbral master bow,2691000,1625485,2527305,1995772,8,7,1065515,0.66,7458605,1673849013.2953277
umbral master bow,2691000,1627400,2540430,1995772,8,7,1063600,0.65,7445200,1673892174.6552827
umbral master bow,2691000,1630000,2540430,1995772,8,7,1061000,0.65,7427000,1673935375.1350958
umbral master bow,2691000,1630304,2532062,1841681,7,5,1060696,0.65,5303480,1673978523.5174336
umbral master bow,2691000,1631477,2532062,1841681,7,5,1059523,0.65,5297615,1674021776.3726096
umbral master bow,2691000,1632100,2532062,1841681,7,5,1058900,0.65,5294500,1674059549.386137
umbral master bow,2691000,2000000,2532062,1841681,7,5,691000,0.35,3455000,1674151377.6077971
umbral master bow,2691000,2000157,2532062,1841681,7,5,690843,0.35,3454215,1674194553.3780015
umbral master bow,2692999,2000157,2551930,1707352,8,4,692842,0.35,2771368,1674232868.1709075
umbral master bow,2692999,2004000,2551930,1707352,8,4,688999,0.34,2755996,1674324294.4950597
umbral master bow,2692999,2007000,2551930,1707352,8,4,685999,0.34,2743996,1674367358.1088712
umbral master bow,2692999,2008003,2551930,1707352,8,4,684996,0.34,2739984,1674410575.6008148
umbral master bow,2692999,2011000,2551930,1707352,8,4,681999,0.34,2727996,1674453771.6597314
umbral master bow,2692999,2015000,2545777,1707352,7,4,677999,0.34,2711996,1674496945.752528
umbral master bow,2692999,2018000,2545777,1707352,7,4,674999,0.33,2699996,1674540194.4900038
umbral master bow,2692999,2022000,2545777,1707352,7,4,670999,0.33,2683996,1674583370.4939802
umbral master bow,2692999,2025002,2545777,1707352,7,4,667997,0.33,2671988,1674626565.2061515
umbral master bow,2692999,2030000,2545777,1707352,7,4,662999,0.33,2651996,4,1674678259.5030403
umbral master bow,2692999,2037000,2545777,1707352,7,4,655999,0.32,2623996,4,1674714134.6369007
umbral master bow,2692999,2039000,2537240,1707352,6,4,653999,0.32,2615996,4,1674757299.9800842
umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,-1,1674800548.632477
umbral master bow,-1,-1,-1,-1,-1,-1,0,0,0,-1,1674843714.1696343
umbral master bow,2600000,2044004,2537240,1707352,6,4,555996,0.27,2223984,2,1674886919.011045
umbral master bow,2597000,2050000,2559348,1819568,7,6,547000,0.27,3282000,3,1674930126.6604085
umbral master bow,2597000,2055000,2559348,1819568,7,6,542000,0.26,3252000,2,1674973304.1732235
umbral master bow,2597000,2061000,2559348,1861840,7,5,536000,0.26,2680000,3,1675016537.5302851
umbral master bow,2597000,2068000,2559348,1861840,7,5,529000,0.26,2645000,2,1675059709.998271
umbral master bow,2597000,2072000,2536573,1861840,6,5,525000,0.25,2625000,2,1675102924.0243945
umbral master bow,2597000,2080000,2536573,1861840,6,5,517000,0.25,2585000,3,1675147776.901254
umbral master bow,2597000,2081000,2536573,1861840,6,5,516000,0.25,2580000,3,1675189217.4575388
umbral master bow,2597000,2089005,2536573,1861840,6,5,507995,0.24,2539975,3,1675275719.0621293
umbral master bow,2597000,2095000,2536573,1861840,6,5,502000,0.24,2510000,4,1675318810.1643362
umbral master bow,2597000,2101000,2536573,1861840,6,5,496000,0.24,2480000,4,1675362159.2905314
umbral master bow,2397000,2103004,2536573,1861840,6,5,293996,0.14,1469980,2,1675405315.4552662
umbral master bow,2397000,2107000,2536573,1827300,6,4,290000,0.14,1160000,2,1675449343.9825816
umbral master bow,2400000,2111000,2536573,1827300,6,4,289000,0.14,1156000,3,1675491741.3189657
umbral master bow,2400000,2113004,2516634,1827300,7,4,286996,0.14,1147984,3,1675534661.4020104
umbral master bow,2400000,2119000,2516634,1827300,7,4,281000,0.13,1124000,3,1675578135.1951222
umbral master bow,2692998,2123000,2516634,1827300,7,4,569998,0.27,2279992,3,1675621289.0931957
umbral master bow,2692998,2126000,2516634,1827300,7,4,566998,0.27,2267992,2,1675664531.4243731
umbral master bow,2692998,2131000,2502055,1827300,8,4,561998,0.26,2247992,3,1675707678.2971742
umbral master bow,2692998,2133000,2502055,1827300,8,4,559998,0.26,2239992,3,1675750908.0558789
umbral master bow,2692999,2140001,2502055,1827300,8,4,552998,0.26,2211992,4,1675794114.1519473
umbral master bow,2692999,2140000,2502055,1827300,8,4,552999,0.26,2211996,2,1675837073.8857613
umbral master bow,2692999,2140000,2576180,1899733,8,3,552999,0.26,1658997,1,1675852677.9262822
