icy headchopper replica,-1,-1,-1,-1,-1,-1,0,0,0,1673390998.754425
icy headchopper replica,50,50,0,0,0,0,0,0.0,0,1673394001.3287616
icy headchopper replica,50,50,0,0,0,0,0,0.0,0,1673453897.7726011
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673551100.8720531
icy headchopper replica,-1,-1,-1,-1,-1,-1,0,0,0,1673566177.175356
icy headchopper replica,-1,-1,-1,-1,-1,-1,0,0,0,1673566304.2793858
icy headchopper replica,-1,-1,-1,-1,-1,-1,0,0,0,1673566547.1873193
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673627346.1839054
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673675301.6009479
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673718400.4986846
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673734671.1711028
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673766380.055018
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673847151.5239015
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673890323.9307055
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673933532.0712736
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1673976688.0234325
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1674019935.8076515
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1674057710.2772403
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1674149519.3477209
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1674192710.4325173
icy headchopper replica,39999,50,0,0,0,0,39949,798.98,0,1674231022.3643978
icy headchopper replica,39999,50,0,50,0,1,39949,798.98,0,1674322453.6946676
icy headchopper replica,39999,50,0,50,0,1,39949,798.98,0,1674365514.5853872
icy headchopper replica,39999,50,0,50,0,1,39949,798.98,0,1674408734.800151
icy headchopper replica,20000,50,0,50,0,1,19950,399.0,0,1674451914.5638158
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,1674495100.879882
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,1674538342.0602136
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,1674581521.0380187
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,1674624711.4835267
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674675848.0834308
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674711731.9559612
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674754883.5877826
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674798130.86022
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674841301.033377
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674884523.7459643
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674927732.5977452
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1674970880.121261
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1675014123.8289545
icy headchopper replica,20000,50,39999,50,1,1,19950,399.0,19950,0,1675057301.2482715
icy headchopper replica,39999,50,39999,50,1,1,39949,798.98,39949,0,1675100515.6628063
icy headchopper replica,39999,50,39999,50,1,1,39949,798.98,39949,0,1675145381.439403
icy headchopper replica,39999,50,29999,50,2,1,39949,798.98,39949,0,1675186858.1355937
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675273332.9415734
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675316495.1841013
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675359721.5660076
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675402913.8615477
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675446927.117815
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675489327.009564
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675532487.982572
icy headchopper replica,50,50,29999,50,2,1,0,0.0,0,0,1675575722.7428741
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,1,1675618879.529469
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,1,1675662106.5755172
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,0,1675705275.4367313
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,0,1675748491.592397
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,0,1675791702.547851
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,0,1675834917.2123182
icy headchopper replica,5000,50,29999,50,2,1,4950,99.0,4950,0,1675850256.5261192
