buyOffer,551132,2023-01-18 19:33:44.902106
buyOffer,551133,2023-01-18 22:16:06.937425
sellOffer,799999,2023-01-18 22:16:06.937451
sellOffer,799997,2023-01-18 23:10:11.377091
buyOffer,551135,2023-01-18 23:14:54.498245
buyOffer,551225,2023-01-18 23:33:43.405002
buyOffer,551226,2023-01-19 00:04:15.656870
buyOffer,551227,2023-01-19 00:18:22.773261
buyOffer,551228,2023-01-19 02:27:31.168855
bought,300000,2023-01-19 06:36:33.794280
buyOffer,551228,2023-01-19 06:38:54.647156
bought,300000,2023-01-19 07:14:07.455171
sellOffer,300000,2023-01-19 07:14:07.455197
buyOffer,551228,2023-01-19 07:16:28.229051
sold,799997,2023-01-19 07:16:28.229076
buyOffer,551240,2023-01-19 17:25:26.669303
bought,300000,2023-01-19 17:34:51.660672
buyOffer,551240,2023-01-19 17:37:12.855540
buyOffer,551555,2023-01-20 19:58:58.044628
buyOffer,551556,2023-01-20 20:03:40.026208
sellOffer,769898,2023-01-20 23:46:59.606030
sold,769899,2023-01-21 14:11:58.462737
bought,551555,2023-01-21 15:53:03.506435
sold,770000,2023-01-21 15:53:03.506461
sellOffer,769899,2023-01-21 15:55:24.491656
