sellOffer,6985457,2023-01-19 03:05:07.479487
sellOffer,6985451,2023-01-19 05:23:46.705729
sold,6985457,2023-01-21 10:32:04.843541
sellOffer,6500000,2023-01-21 10:50:51.930998
sold,6985457,2023-01-21 12:01:17.921545
buyOffer,6200004,2023-01-21 12:17:44.640798
