bought,7512000,2023-01-18 18:39:49.513425
buyOffer,8000000,2023-01-18 18:42:10.301055
bought,7512000,2023-01-18 18:58:36.524018
buyOffer,8000000,2023-01-18 19:00:57.351883
bought,7512000,2023-01-18 19:08:00.491257
buyOffer,8000000,2023-01-18 19:10:22.025795
bought,7513001,2023-01-18 19:17:25.339699
bought,7512000,2023-01-18 19:40:56.797395
sellOffer,7512000,2023-01-18 19:40:56.797426
sold,9934000,2023-01-18 19:43:18.240724
buyOffer,7513001,2023-01-18 19:45:39.753803
bought,7512000,2023-01-18 20:13:52.253576
buyOffer,7513001,2023-01-18 20:16:13.289516
sellOffer,9930000,2023-01-18 20:20:56.426255
bought,7512000,2023-01-18 20:23:17.283578
buyOffer,7513001,2023-01-18 20:25:38.174159
bought,7512000,2023-01-18 20:32:41.357364
buyOffer,7513002,2023-01-18 20:35:02.256193
sellOffer,9929999,2023-01-18 20:35:02.256223
bought,7512000,2023-01-18 22:09:11.487588
buyOffer,7513002,2023-01-18 22:11:32.240340
bought,7512000,2023-01-18 22:56:14.025088
buyOffer,7513002,2023-01-18 22:58:34.928493
sellOffer,9929000,2023-01-19 00:41:59.409316
sellOffer,9928991,2023-01-19 00:58:25.193003
bought,7512000,2023-01-19 01:00:45.974792
buyOffer,7513002,2023-01-19 01:03:06.841805
sellOffer,9928000,2023-01-19 02:34:41.718611
buyOffer,7525457,2023-01-19 03:07:34.920402
buyOffer,7526000,2023-01-19 03:21:40.331085
bought,7512000,2023-01-19 04:01:37.959260
buyOffer,7526000,2023-01-19 04:03:58.978196
sellOffer,9927000,2023-01-19 05:07:26.482249
bought,7512000,2023-01-19 17:37:20.941347
buyOffer,7526000,2023-01-19 17:39:42.838380
bought,7512000,2023-01-20 18:32:05.747414
buyOffer,7514000,2023-01-20 18:34:26.666349
bought,7512000,2023-01-20 18:46:11.191835
buyOffer,7514000,2023-01-20 18:48:32.089996
bought,7512000,2023-01-20 19:02:37.703749
buyOffer,7514000,2023-01-20 19:04:58.663168
bought,7512000,2023-01-20 19:19:04.331955
buyOffer,7514000,2023-01-20 19:21:26.043377
bought,7512000,2023-01-20 19:59:05.996478
buyOffer,7514000,2023-01-20 20:01:26.944910
buyOffer,7514001,2023-01-20 20:17:53.593135
sellOffer,8697991,2023-01-20 20:17:53.593169
bought,7512000,2023-01-20 20:24:57.197131
buyOffer,7514001,2023-01-20 20:27:18.141774
bought,7512000,2023-01-20 20:46:05.439232
buyOffer,7514001,2023-01-20 20:48:26.278175
bought,7512000,2023-01-20 21:28:23.929127
buyOffer,7514001,2023-01-20 21:30:44.624155
bought,7512000,2023-01-20 21:35:27.017406
buyOffer,7514001,2023-01-20 21:37:47.834352
sold,8697992,2023-01-20 21:37:47.834382
buyOffer,7515000,2023-01-20 21:40:08.668412
bought,7512000,2023-01-20 22:03:38.940142
buyOffer,7515000,2023-01-20 22:06:00.554400
bought,7512000,2023-01-20 22:20:07.939024
buyOffer,7515000,2023-01-20 22:22:28.806258
sellOffer,8500000,2023-01-20 22:36:34.548924
buyOffer,7515001,2023-01-20 23:33:00.961242
sold,9926999,2023-01-20 23:33:00.961274
buyOffer,8000000,2023-01-20 23:51:49.837194
bought,7512000,2023-01-20 23:58:52.225534
buyOffer,8000000,2023-01-21 00:01:13.006358
bought,7512000,2023-01-21 00:20:00.936710
buyOffer,8000000,2023-01-21 00:22:21.728285
buyOffer,8000002,2023-01-21 00:45:50.848937
sellOffer,9925000,2023-01-21 01:16:23.838707
buyOffer,8000003,2023-01-21 01:23:26.614086
sellOffer,9924999,2023-01-21 01:23:26.614119
sellOffer,9924985,2023-01-21 01:44:34.825921
bought,7512000,2023-01-21 04:47:48.333358
buyOffer,8000003,2023-01-21 04:50:09.220256
sellOffer,9922000,2023-01-21 04:52:30.024986
sellOffer,9921000,2023-01-21 05:27:42.763289
bought,7512000,2023-01-21 07:55:41.849376
sellOffer,7512000,2023-01-21 07:55:41.849409
buyOffer,8000003,2023-01-21 07:58:02.659059
sold,9921000,2023-01-21 07:58:02.659089
bought,7512000,2023-01-21 08:19:10.174387
buyOffer,8000003,2023-01-21 08:21:31.092082
bought,7512000,2023-01-21 08:33:15.689477
buyOffer,8000003,2023-01-21 08:35:36.638057
buyOffer,8000004,2023-01-21 08:47:21.154995
buyOffer,8000005,2023-01-21 10:34:32.152353
sellOffer,9920999,2023-01-21 10:34:32.152391
bought,7512000,2023-01-21 11:14:27.133182
buyOffer,8000005,2023-01-21 11:16:48.022091
sellOffer,8999999,2023-01-21 11:26:11.476328
buyOffer,8000006,2023-01-21 11:33:13.928693
sold,9920999,2023-01-21 12:01:24.429521
bought,7512000,2023-01-21 12:13:09.372734
buyOffer,8000006,2023-01-21 12:15:30.248363
buyOffer,8000007,2023-01-21 12:43:41.644397
bought,7512000,2023-01-21 13:04:51.289946
buyOffer,8000007,2023-01-21 13:07:12.195986
sellOffer,9920000,2023-01-21 14:59:08.216352
bought,7512000,2023-01-21 15:29:40.801582
buyOffer,8000007,2023-01-21 15:32:01.566843
sellOffer,9919999,2023-01-21 15:50:50.443321
bought,7512000,2023-01-21 17:06:03.911436
buyOffer,8000007,2023-01-21 17:10:45.670996
bought,7512000,2023-01-21 17:36:36.256770
buyOffer,8000007,2023-01-21 17:38:57.846716
