buyOffer,347215,2023-01-17 23:36:24.733541
buyOffer,337201,2023-01-18 17:44:52.370096
sellOffer,449599,2023-01-18 17:44:52.370146
bought,337200,2023-01-18 18:18:30.229133
sold,450000,2023-01-18 18:25:34.018496
sellOffer,447000,2023-01-18 18:30:16.380547
sold,450000,2023-01-18 18:58:27.394473
buyOffer,337600,2023-01-18 19:05:29.815317
sellOffer,449996,2023-01-18 19:40:47.649898
sellOffer,449990,2023-01-18 19:57:16.023710
buyOffer,337601,2023-01-18 20:44:24.473240
sellOffer,449989,2023-01-18 20:44:24.473272
bought,337600,2023-01-18 20:58:29.188913
sellOffer,449988,2023-01-18 21:03:12.003339
buyOffer,337601,2023-01-18 21:12:35.726988
buyOffer,337602,2023-01-18 21:43:10.084773
sellOffer,449987,2023-01-18 21:43:10.084800
sellOffer,449986,2023-01-18 21:50:13.380892
sellOffer,411000,2023-01-18 22:16:05.625418
buyOffer,338000,2023-01-18 22:18:26.601922
sellOffer,410995,2023-01-18 22:20:47.497915
sellOffer,410900,2023-01-18 22:27:50.898984
buyOffer,338001,2023-01-18 22:39:37.737090
sellOffer,410899,2023-01-18 22:39:37.737116
sellOffer,409000,2023-01-18 23:07:49.331132
sellOffer,408999,2023-01-18 23:33:42.086759
sellOffer,400000,2023-01-19 00:20:42.294186
bought,338000,2023-01-19 00:30:05.923918
buyOffer,338001,2023-01-19 00:34:47.575885
sellOffer,399999,2023-01-19 00:34:47.575914
buyOffer,338100,2023-01-19 00:51:13.525538
sellOffer,399993,2023-01-19 01:00:36.817502
sellOffer,399992,2023-01-19 01:10:00.171210
sellOffer,399990,2023-01-19 01:21:44.511433
buyOffer,341000,2023-01-19 02:11:03.136079
bought,338100,2023-01-19 02:22:48.173878
sellOffer,399900,2023-01-19 02:36:53.373837
sellOffer,399892,2023-01-19 03:42:40.734905
buyOffer,338101,2023-01-19 03:47:22.522720
buyOffer,338441,2023-01-19 04:57:53.185759
sellOffer,399891,2023-01-19 08:36:18.391006
sellOffer,399883,2023-01-19 09:13:54.520491
sold,399891,2023-01-19 09:32:41.926006
bought,337600,2023-01-19 10:37:46.690590
sold,399900,2023-01-19 10:37:46.690627
sellOffer,399899,2023-01-19 11:08:20.487616
buyOffer,337700,2023-01-19 11:27:28.455284
sellOffer,399800,2023-01-19 11:27:28.455320
sold,369899,2023-01-20 18:03:45.206113
buyOffer,305001,2023-01-20 18:10:48.493250
sellOffer,369898,2023-01-20 18:10:48.493279
buyOffer,305020,2023-01-20 18:43:41.059319
sold,369899,2023-01-20 18:46:01.952835
sellOffer,369892,2023-01-20 19:11:52.318706
buyOffer,305022,2023-01-20 19:30:41.935698
sellOffer,369889,2023-01-20 19:30:41.935734
bought,305020,2023-01-20 19:56:35.828421
sellOffer,360000,2023-01-20 20:15:23.342924
buyOffer,305300,2023-01-20 20:17:44.305145
buyOffer,305320,2023-01-20 20:24:47.939589
sellOffer,359999,2023-01-20 20:24:47.939622
buyOffer,307100,2023-01-20 20:50:38.660291
sellOffer,359000,2023-01-20 21:02:23.472437
buyOffer,307118,2023-01-20 21:16:29.379547
sellOffer,358900,2023-01-20 21:16:29.379603
sellOffer,358899,2023-01-20 21:37:38.652468
sellOffer,358800,2023-01-20 21:54:05.533230
sellOffer,358793,2023-01-20 22:01:08.890860
buyOffer,310000,2023-01-20 22:52:53.397244
sellOffer,358792,2023-01-20 23:02:17.543830
buyOffer,311000,2023-01-20 23:11:41.752995
sellOffer,357000,2023-01-20 23:18:44.298449
