sellOffer,2098000,2023-01-18 18:37:15.595583
bought,1900100,2023-01-18 19:00:44.255858
sold,2099999,2023-01-18 19:07:47.377773
bought,1050100,2023-01-18 19:33:39.826299
buyOffer,1900100,2023-01-18 19:36:01.207397
bought,1888888,2023-01-18 19:50:08.236610
buyOffer,1888890,2023-01-18 19:57:12.054137
buyOffer,1888891,2023-01-18 20:34:49.085302
sellOffer,2099998,2023-01-18 20:34:49.085330
sold,2099999,2023-01-18 21:17:14.051884
sold,2197900,2023-01-18 21:45:26.952257
sellOffer,2197800,2023-01-18 22:23:04.483836
buyOffer,1888896,2023-01-19 00:37:04.410951
sellOffer,2150000,2023-01-19 01:14:37.946477
buyOffer,1888897,2023-01-19 01:26:22.277343
sold,2197800,2023-01-19 02:03:56.616272
buyOffer,1889000,2023-01-19 02:10:59.176041
buyOffer,1891000,2023-01-19 03:19:06.156704
sellOffer,2196000,2023-01-19 03:19:06.156738
buyOffer,1891004,2023-01-19 05:26:01.752657
bought,1050100,2023-01-19 07:11:41.446450
buyOffer,1891004,2023-01-19 07:14:02.202293
bought,1891000,2023-01-19 09:34:58.874475
buyOffer,1891001,2023-01-19 09:53:46.239465
sellOffer,2195900,2023-01-19 10:40:03.730609
sellOffer,2195896,2023-01-19 10:58:52.364553
bought,1050100,2023-01-19 17:30:03.661831
buyOffer,1889005,2023-01-19 17:32:25.482641
buyOffer,1891001,2023-01-20 20:17:40.392253
sellOffer,2197996,2023-01-20 20:20:01.362609
sellOffer,2197900,2023-01-20 21:54:01.599689
sellOffer,2196000,2023-01-20 23:21:01.924868
bought,1050100,2023-01-20 23:32:47.851124
sellOffer,2195999,2023-01-20 23:32:47.851155
buyOffer,1891002,2023-01-20 23:35:09.423291
sellOffer,2195995,2023-01-20 23:39:51.808000
buyOffer,1891010,2023-01-21 00:05:41.561362
buyOffer,1891011,2023-01-21 01:23:13.437336
sellOffer,2195994,2023-01-21 01:23:13.437368
sold,2195995,2023-01-21 01:44:21.630834
sellOffer,2195994,2023-01-21 01:46:42.530228
sold,2195995,2023-01-21 03:06:34.198586
sellOffer,2195994,2023-01-21 10:34:19.112025
sellOffer,2195986,2023-01-21 12:17:38.020683
bought,1891010,2023-01-21 12:38:45.967924
buyOffer,1891011,2023-01-21 12:50:31.846363
sellOffer,2195985,2023-01-21 12:50:31.846398
buyOffer,1891100,2023-01-21 12:52:52.714556
sold,2195986,2023-01-21 15:24:45.830586
bought,1891011,2023-01-21 15:48:16.284475
sellOffer,2195985,2023-01-21 15:52:58.274755
bought,1891010,2023-01-21 16:16:29.694445
sellOffer,2194000,2023-01-21 16:16:29.694472
buyOffer,1891011,2023-01-21 16:23:32.898592
sellOffer,2193999,2023-01-21 16:23:32.898617
sellOffer,2193900,2023-01-21 17:05:50.781358
sellOffer,2190000,2023-01-21 17:15:14.192728
sold,2193900,2023-01-21 17:29:20.277564
