bought,405430,2023-01-17 23:14:53.089895
buyOffer,406000,2023-01-17 23:17:02.136830
buyOffer,406001,2023-01-17 23:19:11.152579
bought,405430,2023-01-17 23:23:29.034635
buyOffer,405431,2023-01-17 23:32:04.816624
sold,523000,2023-01-18 18:06:43.054070
buyOffer,407000,2023-01-18 18:25:32.677319
buyOffer,407016,2023-01-18 18:46:42.153686
buyOffer,407030,2023-01-18 18:56:05.284184
bought,407016,2023-01-18 19:05:28.492455
sellOffer,522222,2023-01-18 19:07:49.992460
bought,371698,2023-01-18 19:40:46.315647
sellOffer,371698,2023-01-18 19:40:46.315674
buyOffer,407019,2023-01-18 19:43:07.885817
sold,522222,2023-01-18 19:43:07.885844
buyOffer,407029,2023-01-18 20:01:56.478475
bought,371698,2023-01-18 20:25:27.654416
buyOffer,407029,2023-01-18 20:27:49.187271
buyOffer,407030,2023-01-18 20:39:33.390638
sellOffer,522221,2023-01-18 20:39:33.390666
sold,522222,2023-01-18 21:03:10.678609
sellOffer,522221,2023-01-18 21:12:34.412856
buyOffer,407045,2023-01-18 21:21:58.873540
buyOffer,407046,2023-01-18 21:43:08.735858
buyOffer,407051,2023-01-18 22:20:46.119433
sellOffer,522200,2023-01-18 22:27:49.566828
buyOffer,407071,2023-01-18 22:34:54.455177
bought,371698,2023-01-18 22:37:15.327851
buyOffer,407071,2023-01-18 22:39:36.400096
bought,371698,2023-01-18 23:07:48.021839
buyOffer,407071,2023-01-18 23:10:08.747294
sellOffer,522198,2023-01-18 23:12:30.336524
buyOffer,407073,2023-01-18 23:19:34.333930
sellOffer,522100,2023-01-18 23:19:34.333961
buyOffer,407083,2023-01-18 23:45:26.008467
buyOffer,407410,2023-01-19 00:51:12.188323
sellOffer,522000,2023-01-19 00:51:12.188350
buyOffer,407427,2023-01-19 00:58:14.645478
sellOffer,521991,2023-01-19 01:54:35.869176
buyOffer,407428,2023-01-19 02:55:39.506175
sellOffer,521900,2023-01-19 02:55:39.506208
buyOffer,407442,2023-01-19 03:42:39.403892
buyOffer,407500,2023-01-19 04:57:51.824640
sellOffer,521600,2023-01-19 04:57:51.824666
buyOffer,407514,2023-01-19 06:10:40.722427
buyOffer,407519,2023-01-19 06:36:31.144613
bought,371698,2023-01-19 07:14:04.822927
buyOffer,407519,2023-01-19 07:16:25.587271
buyOffer,407539,2023-01-19 07:28:10.036625
buyOffer,407541,2023-01-19 09:13:53.198549
sellOffer,521590,2023-01-19 10:56:33.987198
buyOffer,407560,2023-01-19 11:13:01.176234
buyOffer,407600,2023-01-19 11:25:05.391602
sellOffer,521500,2023-01-19 11:25:05.391629
bought,407712,2023-01-19 17:06:32.855136
buyOffer,407713,2023-01-19 17:34:49.032827
buyOffer,407727,2023-01-19 17:41:54.039060
buyOffer,410615,2023-01-20 18:08:26.154089
sellOffer,518760,2023-01-20 18:08:26.154119
bought,410603,2023-01-20 18:43:39.772446
bought,410600,2023-01-20 18:48:21.578274
sold,518777,2023-01-20 18:48:21.578305
bought,410543,2023-01-20 18:57:45.174285
buyOffer,410546,2023-01-20 19:11:50.992263
buyOffer,410558,2023-01-20 19:23:36.508116
sellOffer,518765,2023-01-20 19:23:36.508148
sellOffer,518555,2023-01-20 20:15:22.038585
buyOffer,410559,2023-01-20 20:24:46.641035
sellOffer,518554,2023-01-20 20:24:46.641064
buyOffer,410574,2023-01-20 20:38:52.619273
sellOffer,518539,2023-01-20 20:38:52.619304
bought,371698,2023-01-20 20:48:15.790217
buyOffer,410574,2023-01-20 20:50:37.380107
bought,371698,2023-01-20 20:52:58.132587
buyOffer,410574,2023-01-20 20:55:18.907785
bought,410559,2023-01-20 21:04:43.012352
buyOffer,410600,2023-01-20 21:14:07.254549
sellOffer,518538,2023-01-20 21:14:07.254581
sold,518539,2023-01-20 21:18:49.610067
sellOffer,518538,2023-01-20 21:37:37.360103
bought,371698,2023-01-20 21:39:58.212689
sellOffer,516000,2023-01-20 21:39:58.212723
buyOffer,410601,2023-01-20 21:42:19.039925
sold,518538,2023-01-20 21:44:39.893497
sellOffer,515981,2023-01-20 21:47:01.488345
buyOffer,410700,2023-01-20 22:03:28.440819
sellOffer,515966,2023-01-20 22:36:24.079244
bought,371698,2023-01-20 23:02:16.251312
sellOffer,515965,2023-01-20 23:02:16.251342
buyOffer,410701,2023-01-20 23:04:37.140960
sold,515966,2023-01-20 23:30:29.674752
buyOffer,410702,2023-01-20 23:37:32.811288
sellOffer,515965,2023-01-20 23:37:32.811318
sellOffer,515946,2023-01-20 23:58:41.737993
buyOffer,410710,2023-01-21 00:03:23.307603
buyOffer,410715,2023-01-21 00:45:40.363966
buyOffer,410800,2023-01-21 01:06:48.924975
buyOffer,410801,2023-01-21 01:27:57.815775
sellOffer,515945,2023-01-21 01:27:57.815803
sellOffer,515931,2023-01-21 02:29:02.223645
bought,371698,2023-01-21 02:40:46.807156
buyOffer,410801,2023-01-21 02:43:07.650286
buyOffer,410804,2023-01-21 03:30:06.227399
sellOffer,515666,2023-01-21 03:32:27.167826
sellOffer,515646,2023-01-21 03:44:11.938629
buyOffer,410948,2023-01-21 04:45:17.015606
sellOffer,515000,2023-01-21 04:45:17.015635
sellOffer,514983,2023-01-21 05:01:42.951918
buyOffer,411000,2023-01-21 05:11:06.429072
sellOffer,511111,2023-01-21 06:12:09.648496
buyOffer,411001,2023-01-21 06:14:30.502740
sellOffer,511092,2023-01-21 06:16:51.357392
bought,371698,2023-01-21 07:50:49.750786
buyOffer,411001,2023-01-21 07:53:10.660549
sellOffer,511066,2023-01-21 08:04:54.643347
buyOffer,411002,2023-01-21 08:09:36.088611
bought,371698,2023-01-21 08:21:20.521264
buyOffer,411002,2023-01-21 08:23:41.496621
sellOffer,511065,2023-01-21 08:23:41.496652
sellOffer,511052,2023-01-21 08:33:05.220449
bought,411001,2023-01-21 08:44:49.738806
bought,411000,2023-01-21 08:51:52.554534
sold,511065,2023-01-21 10:48:27.209417
buyOffer,410802,2023-01-21 10:50:48.002008
sellOffer,511064,2023-01-21 10:50:48.002037
buyOffer,410813,2023-01-21 10:55:29.673951
buyOffer,410900,2023-01-21 11:04:53.248526
buyOffer,410911,2023-01-21 12:01:14.009780
buyOffer,410912,2023-01-21 12:03:34.871356
sellOffer,511058,2023-01-21 12:20:01.660440
buyOffer,410913,2023-01-21 12:55:16.272304
sellOffer,511057,2023-01-21 12:55:16.272333
buyOffer,410926,2023-01-21 13:14:04.518382
buyOffer,410927,2023-01-21 13:23:29.103450
sellOffer,511056,2023-01-21 13:23:29.103480
buyOffer,1050100,2023-01-21 13:37:45.771317
sold,1050100,2023-01-21 13:37:45.771350
bought,410926,2023-01-21 14:04:53.554735
buyOffer,410927,2023-01-21 14:07:14.185141
sellOffer,511055,2023-01-21 14:07:14.185168
sellOffer,500000,2023-01-21 14:09:35.025827
buyOffer,410937,2023-01-21 14:26:00.936881
bought,371698,2023-01-21 14:37:45.854307
buyOffer,410937,2023-01-21 14:40:06.706558
sold,511055,2023-01-21 14:47:09.885496
sellOffer,511048,2023-01-21 15:01:19.427591
buyOffer,410938,2023-01-21 15:29:30.325936
sellOffer,511046,2023-01-21 15:31:51.154323
buyOffer,411400,2023-01-21 15:36:33.676396
sellOffer,511000,2023-01-21 15:36:33.676420
sellOffer,510990,2023-01-21 15:48:18.968294
sellOffer,510989,2023-01-21 15:55:21.867638
buyOffer,411401,2023-01-21 16:00:04.528515
sellOffer,510988,2023-01-21 16:00:04.528547
buyOffer,411411,2023-01-21 16:21:14.693894
buyOffer,411424,2023-01-21 16:32:59.013496
sellOffer,510900,2023-01-21 16:44:43.448876
sold,510988,2023-01-21 16:58:50.092899
buyOffer,411438,2023-01-21 17:01:11.603742
buyOffer,411458,2023-01-21 17:41:08.223789
sellOffer,510979,2023-01-21 17:45:50.630915
